"case_id","category","deterministic_pass","semantic_pass","judge_score"
"longmemeval_ef66a6e5","multi_session","false","false","0.000000"
"longmemeval_5025383b","multi_session","false","true","1.000000"
"longmemeval_a1cc6108","multi_session","false","false","0.000000"
"longmemeval_9ee3ecd6","multi_session","false","false","0.000000"
"longmemeval_3fdac837","multi_session","false","false","0.000000"
"longmemeval_91b15a6e","multi_session","false","false","0.000000"
"longmemeval_27016adc","multi_session","false","false","0.000000"
"longmemeval_720133ac","multi_session","false","false","0.000000"
"longmemeval_77eafa52","multi_session","false","false","0.000000"
"longmemeval_8979f9ec","multi_session","false","false","0.000000"
"longmemeval_0100672e","multi_session","false","false","0.000000"
"longmemeval_a96c20ee","multi_session","true","true","1.000000"
"longmemeval_92a0aa75","multi_session","false","false","0.000000"
"longmemeval_3fe836c9","multi_session","true","true","1.000000"
"longmemeval_1c549ce4","multi_session","true","true","1.000000"
"longmemeval_6c49646a","multi_session","false","false","0.000000"
"longmemeval_1192316e","multi_session","false","true","1.000000"
"longmemeval_0ea62687","multi_session","true","true","1.000000"
"longmemeval_67e0d0f2","multi_session","false","false","0.000000"
"longmemeval_bb7c3b45","multi_session","true","true","1.000000"
"longmemeval_ba358f49","multi_session","false","false","0.000000"
"longmemeval_61f8c8f8","multi_session","true","true","1.000000"
"longmemeval_60159905","multi_session","false","false","0.000000"
"longmemeval_ef9cf60a","multi_session","false","false","0.000000"
"longmemeval_73d42213","multi_session","false","false","0.000000"
"longmemeval_bc149d6b","multi_session","false","false","0.000000"
"longmemeval_099778bb","multi_session","false","false","0.000000"
"longmemeval_09ba9854","multi_session","false","false","0.000000"
"longmemeval_d6062bb9","multi_session","false","false","0.000000"
"longmemeval_157a136e","multi_session","false","false","0.000000"
"longmemeval_c18a7dc8","multi_session","false","false","0.000000"
"longmemeval_a3332713","multi_session","true","true","1.000000"
"longmemeval_55241a1f","multi_session","false","true","1.000000"
"longmemeval_a08a253f","multi_session","false","false","0.000000"
"longmemeval_f0e564bc","multi_session","false","false","0.000000"
"longmemeval_078150f1","multi_session","true","true","1.000000"
"longmemeval_8cf4d046","multi_session","false","false","0.000000"
"longmemeval_a346bb18","multi_session","true","true","1.000000"
"longmemeval_37f165cf","multi_session","false","false","0.000000"
"longmemeval_8e91e7d9","multi_session","true","true","1.000000"
"longmemeval_87f22b4a","multi_session","true","true","1.000000"
"longmemeval_e56a43b9","multi_session","true","true","1.000000"
"longmemeval_efc3f7c2","multi_session","true","true","1.000000"
"longmemeval_21d02d0d","multi_session","false","false","0.000000"
"longmemeval_2311e44b_abs","abstention","false","true","1.000000"
"longmemeval_6456829e_abs","abstention","false","true","1.000000"
"longmemeval_e5ba910e_abs","abstention","false","true","1.000000"
"longmemeval_a96c20ee_abs","abstention","false","false","0.000000"
"longmemeval_ba358f49_abs","abstention","false","true","1.000000"
"longmemeval_09ba9854_abs","abstention","false","true","1.000000"
